New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
KwaGezubuso,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Gezubuso,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling ,,
KwaKhandisa,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Khandisa,,,,,"Dannhauser Local Municipality
",,"Amajuba
",,Correction of spelling,,
KwaKhangela,Town,2010-10-01 00:00:00,,KwaZulu-Natal,,Congella,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
KwaMgwagwa,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Kwamngwangwa,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
KwaMnyandu,Railway Station,2010-10-01 00:00:00,,KwaZulu-Natal,,kwaMnyandu,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
KwaMnyandu,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Mnyandu,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
KwaMpande,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Mpande,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
KwaNcaza,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Readsdale,,,,,"Raymond Mhlaba Local Municipality 
",,"Amathole 
",,Readsdale,,
Kwanele,Location,2016-06-17 00:00:00,,Gauteng,,Kwenele,,,,,"Ekurhuleni Metropolitan Municipality
",,"Ekurhuleni Metropolitan Municipality
",,Kwenele,,
KwaNoshezi,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Noshezi,,,,,"The Msunduzi Local Municipality
",,"Umgungundlovu
",,Correction of spelling,,
KwaPata,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Pata,,,,,"The Msunduzi Local Municipality 
",,"Umgungundlovu 
",,Correction of spelling,,
Lotha,Village,2021-02-22 00:00:00,,Eastern Cape,,Lota,,,,,"Mbhashe Local Municipality
",,"Amathole
",,Lota,,
Luipaardsvlei,Settlement,2016-10-10 00:00:00,,Gauteng,,Luipadsvlei,,,,,"Mogale City Local Municipality
",,"West Rand
",,Correction of orthography from Luipadsvlei,,
Maletswai,Town,2015-09-11 00:00:00,,Eastern Cape,,Aliwal North,,,,,"Walter Sisulu Local Municipality
",,"Joe Gqabi
",,Change of Name,,
Mthombomuhle,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Kwaggafontein,,,,,"Thembisile Local Municipality
",,Nkangala,,Change of Name,,
Munsieville,Settlement,2016-10-10 00:00:00,,Gauteng,,Munsienville,,,,,"Mogale City Local Municipality
",,"West Rand
",,Correction of orthography from Munsienville,,
Ngcwengxa,River,2016-06-17 00:00:00,,Eastern Cape,,Kat River,,,,,"Raymond Mhlaba Local Municipality
",,Amathole,,Kat River,,
Ngquthu,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Ngqutu ,,,,,"Mnquma Local Municipality
",,Amathole,,Ngqutu ,,
oGobandlovu,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Gobandlovu,,,,,"Mthonjaneni Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
Pirie Mission,Village,2021-02-22 00:00:00,,Eastern Cape,,Pierie Mission,,,,,"Buffalo City Metropolitan Municipality
",,"Buffalo City
",,Pierie Mission,,
Ramonanabela,Village,2009-09-18 00:00:00,,Mpumalanga,,Matepula,,,,,"Dr JS Moroka Local Municipality
",,"Nkangala
",,Change of Name,,
Rantedal,Settlement,2016-10-10 00:00:00,,Gauteng,,Rent-endal,,,,,"Mogale City Local Municipality
",,"West Rand
",,Correction of orthography from Rent-endal,,
Rholihlahla Residence,Settlement,2016-02-09 00:00:00,,Eastern Cape,,Silver City and Ext 7,,,,,"Enoch Mgijima Local Municipality
",,"Chris Hani
",,Silver City and Ext 7,,
Sithungu,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Situngu,,,,,"Great Kei Local Municipality
",,Amathole,,Situngu,,
Sithungu,Village,2019-03-22 00:00:00,,Eastern Cape,,Situngu,,,,,"Great Kei Local Municipality 
",,Amathole,,Situngu,,
Siyabulela Mlombile Township,Village,2013-08-08 00:00:00,,Eastern Cape,,Extension 4,,,,,"Mhlontlo Local Municipality
",,"O.R.Tambo
",,Change of name,,
Siyabulela Mlombile Township,Township,2013-12-06 00:00:00,,Eastern Cape,,Extension 4,,,,,"Mhlontlo Local Municipality 
",,"O.R.Tambo 
",,Change of Name,,
Skilpaddam,Settlement,2016-06-17 00:00:00,,Gauteng,,Skilpad,,,,,"City of Tshwane Metropolitan Municipality
",,"City of Tshwane Metropolitan Municipality
",,correction of orthography from Skilpad,,
Sotho,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Soto,,,,,"Great Kei Local Municipality
",,"Amathole
",,Soto,,
Thembisa,Location,2016-06-17 00:00:00,,Gauteng,,Tembisa,,,,,"Ekurhuleni Metropolitan Municipality
",,"Ekurhuleni Metropolitan Municipality
",,correction of orthography Tembisa,,
Thoko Mabhena,Settlement,2016-02-09 00:00:00,,Mpumalanga,,Embalenhle Extension 18,,,,,"Govan Mbeki Local Municipality
",,"Gert Sibande
",,Embalenhle Extension 18,,
Tsopaneng,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Isupaneng,,,,,"uMshwathi Local Municipality
",,"Umgungundlovu
",,Correction of spelling,,
Tswelepole,Location,2016-06-17 00:00:00,,Gauteng,,Tswelapele,,,,,"Ekurhuleni Metropolitan Municipality
",,"Ekurhuleni Metropolitan Municipality
",,Correction of orthography from Tswelapele,,
uBhodlisa,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Bhodlisa,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
uBukubuku,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Bukubuku,,,,,"Ulundi Local Municipality
",,Zululand,,Correction of spelling,,
uGezubuso,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Gezubuso,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
uLoshe,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Loshe,,,,,"Endumeni Local Municipality
",,Umzinyathi,,Correction of spelling,,
uManzabomvu,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Mazabomvu,,,,,"Ulundi Local Municipality
",,Zululand,,Correction of spelling,,
uMashona,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Mashona,,,,,"Nqutu Local Municipality
",,"Umzinyathi
",,Correction of spelling,,
uMazinyo,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Mazinyo,,,,,"Nqutu Local Municipality 
",,"Umzinyathi
",,Correction of spelling,,
uMdloti,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Umdloti,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
uMenyezwayo,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Menyezwayo,,,,,"Mpofana Local Municipality
",,"Umgungundlovu
",,Correction of spelling,,
uMgovuzo,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Mgovuzo,,,,,,,,,Correction of spelling,,
uMhlabashana,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Umhlabatyana,,,,,"Ulundi Local Municipality
",,"Zululand
",,Correction of spelling,,
uMhlalane,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Umhlalane,,,,,"uMshwathi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
uMkhomazi,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Umkomaas,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
Umkhuze,Post Office,2011-10-07 00:00:00,,KwaZulu-Natal,,Mkuze,,,,,"Jozini Local Municipality
",,Umkhanyakude,,Correction of spelling,,
uMkhuze,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Mkuze,,,,,"Jozini Local Municipality
",,Umkhanyakude,,Correction of spelling,,
uMlalazi,River,2009-09-18 00:00:00,,KwaZulu-Natal,,Mlalaas,,,,,Umlalazi,,King Cetswayo,,correction of spelling,,
uMlaza,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Umlaas,,,,,"Inkosi Langalibalele Local Municipality
",,Uthukela,,Correction of spelling,,
uMngeni,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Umgeni,,,,,"eThekwini
",,"eThekwini
",,Correction of spelling,,
uMphangisi,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Mphangisi,,,,,"Endumeni Local Municipality
",,Umzinyathi,,Correction of spelling,,
uMsasandla,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Msasandla,,,,,"Matatiele Local Municipality
",,"Alfred Nzo
",,Correction of spelling,,
uMthente,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Umtentweni,,,,,"Ray Nkonyeni Local Municipality
",,Ugu,,Correction of spelling,,
uMthizana,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Mthizana,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
uMuziwezinto,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Mzinto,,,,,"Umdoni Local Municipality
",,Ugu,,Correction of spelling,,
UMuziwezinto,Post Office,2011-10-07 00:00:00,,KwaZulu-Natal,,Mzinto,,,,,"Umdoni Local Municipality
",,Ugu,,Correction of spelling,,
uMzingwenya,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Mzingwenya,,,,,"Endumeni Local Municipality
",,"Umzinyathi
",,Correction of spelling,,
uNcashane,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Ncashane,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
uNomndaye,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Nomndaye,,,,,"Endumeni Local Municipality
",,"Umzinyathi 
",,Correction of spelling,,
uSigubhu,Mountain ,2012-04-13 00:00:00,,KwaZulu-Natal,,Sighubhu,,,,,"Endumeni Local Municipality 
",,"Umzinyathi 
",,Correction of spelling,,
uThongathi,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Tongaat,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
uThukela,River,2010-01-29 00:00:00,,KwaZulu-Natal,,Tugela,,,,,"Okhahlamba Local Municipality
",,Uthukela,,Correction of spelling ,,
uZingazezibomvu,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Zingazezibombu,,,,,"Msinga Local Municipality
",,Umzinyathi,,Correction of spelling,,
Vuyo,Settlement,2016-06-17 00:00:00,,Gauteng,,Vivo,,,,,"City of Johannesburg Metropolitan Municipality
",,"City of Johannesburg Metropolitan Municipality
",,correction of orthography from Vivo,,
Xonxa,River,2016-02-09 00:00:00,,Eastern Cape,,White Kei River,,,,,"Enoch Mgijima Local Municipality
",,"Chris Hani
",,White Kei River,,
Zonkizizwe,Location,2016-06-17 00:00:00,,Gauteng,,Zonkezizwe,,,,,"City of Johannesburg Metropolitan Municipality
",,"City of Johannesburg Metropolitan Municipality
",,correction of spelling Zonkezizwe,,
Khohlombeni,Settlement/Village,2021-02-22 00:00:00,,Eastern Cape,,Mfabantu,,,,,"Nyandeni Local Municipality
",,"O.R.Tambo
",,Mfabantu,,
Makhazi,Settlement and River,2016-06-17 00:00:00,,Eastern Cape,,Makazi,,,,,"Great Kei Local Municipality
",,Amathole,,Makazi,,
Boiki Motlhohi,Township,2015-12-09 00:00:00,,Free State,,Section L,,,,,Mangaung,,Mangaung,,Change of Name,,
Chatha,Village,2019-03-22 00:00:00,,Eastern Cape,,Cata,,,,,"Amahlathi Local Municipality
",,Amathole,,Cata,,
Chefane,River,2019-03-22 00:00:00,,Eastern Cape,,Cefane,,,,,"Great Kei Local Municipality
",,Amathole,,Cefane,,
eMabhofolweni,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Woodlands,,,,,Nelson Mandela Bay,,Nelson Mandela Bay,,A Human Settlement in Ngqushwa Local Municipality in the Eastern Cape,,
eMankwanyaneni,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Mankwanyaneni,,,,,"Great Kei Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eMthonjaneni,Town,2017-12-15 00:00:00,,KwaZulu-Natal,,Melomoth,,,,,"Mthonjaneni Local Municipality
",,"King Cetshwayo
",,Melomoth,,
eMvelo,Settlement,2019-12-17 00:00:00,,Mpumalanga,,Amsterdam,,,,,"Mkhondo Local Municipality
",,"Gert Sibande
",,Change of name from Amsterdam,,
eNkoneni,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Nkoneni,,,,,"UMuziwabantu Local Municipality
",,Ugu,,Correction of spelling,,
eNkulu,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Enkulu,,,,,"Umzumbe Local Municipality
",,Ugu,,Correction of spelling,,
eNkwenkwe,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Nkwenkwe,,,,,"Mthonjaneni Local Municipality
",,"King Cetshwayo
",,Nkwenkwe,,
eNqutshini,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Nqutshini,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eSigisi,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Sigisi,,,,,"uMhlathuze Local Municipality
",,King Cetshwayo,,Correction of spelling,,
Esiphethweni ,Location,2016-06-17 00:00:00,,Gauteng,,Isiphethweni,,,,,Ekurhuleni,,Ekurhuleni,,from Isiphethweni) correction of orthography from Isiphethweni,,
eThembeni,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Entembeni,,,,,Mthonjaneni Local Municipality,,King Cetshwayo,,Entembeni,,
Etjelembube,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Hartebeeskop,,,,,Chief Albert Luthuli Local Municipality,,Gert Sibande,,Change of name,,
Hlohlolwane,Town,2015-12-09 00:00:00,,Free State,,Clocolan,,,,,Setsoto Local Municipality,,Thabo Mofutsanyane,,Change of Name,,
Holeka,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Swallowsnest,,,,,Chief Albert Luthuli Local Municipality,,Gert Sibande,,Change of name,,
iJozini,Dam,2017-06-30 00:00:00,,KwaZulu-Natal,,Jozini,,,,,UPhongolo Local Municipality,,Zululand,,Jozini,,
iManzawayo,Stream,2016-02-09 00:00:00,,KwaZulu-Natal,,Manzawayo Natal,,,,,Nkandla Local Municipality,,King Cetshwayo,,Manzawayo Natal,,
iMatshana,Mountain,2013-10-02 00:00:00,,KwaZulu-Natal,,Matshana,,,,,uMhlathuze Local Municipality,,King Cetshwayo,,Correction of spelling,,
iMpenjani,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Mpenjani,,,,,Ray Nkonyeni Local Municipality,,Ugu,,Correction of spelling,,
Insephe,Settlement,2019-12-17 00:00:00,,Mpumalanga,,Iswepe,,,,,"Mkhondo Local Municipality
",,Gert Sibande,,Iswepe,,
Kgangkgang,Settlement,2016-12-09 00:00:00,,North West,,Klipan,,,,,"Mafikeng Local Municipality
",,"Ngaka Modiri Molema
",,Klipan,,
Khayalami,Township,2016-06-17 00:00:00,,Gauteng,,Kyalami,,,,,"City of Johannesburg Metropolitan Municipality
",,"City of Johannesburg Metropolitan Municipality
",,correction ofspelling from Kyalami,,
Khotso Taole,Township,2015-12-09 00:00:00,,Free State,,Section V,,,,,"Mangaung Metropolitan Municipality
",,"Mangaung Metropolitan Municipality
",,Change of Name,,
KwaGubhethuka                                                                   ,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Gubhethuka,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
KwaMakhutha,Township,2010-10-01 00:00:00,,KwaZulu-Natal,,kwaMakhutha,,,,,"Ethekwini Metropolitan Municipality
",,"Ethekwini Metropolitan Municipality
",,Correction of spelling,,
KwaMusi,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Enkeldoorin,,,,,"Emakhazeni Local Municipality
",,Nkangala,,Change of Name,,
KwaNtababomvu,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Skoeman,,,,,"Abaqulusi Local Municipality
",,Zululand,,Skoeman,,
KwaNzimakwe,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Nzimzkwe,,,,,Ray Nkonyeni Local Municipality,,"Ugu
",,Correction of spelling,,
KwaShange,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Shange,,,,,"The Msunduzi Local Municipality 
",,"Umgungundlovu 
",,Correction of spelling,,
KwaThunzi,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Thunzi,,,,,"Impendle Local Municipality
",,Umgungundlovu,,Correction of spelling,,
Lokotsi,Settlement,2016-12-09 00:00:00,,North West,,Nooitgedacht,,,,,"Mafikeng Local Municipality
",,"Ngaka Modiri Molema
",,Nooitgedacht,,
Luqhoqhweni,Village,2019-03-22 00:00:00,,Eastern Cape,,Luqoqhweni,,,,,"Ngquza Hill Local Municipality
",,"O.R.Tambo
",,Luqoqhweni,,
Maphundlwane,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Oshoek,,,,,"Chief Albert Luthuli Local Municipality
",,"Gert Sibande
",,Change of name,,
Margate Retirement village ,Post Office,2016-02-09 00:00:00,,KwaZulu-Natal,,Village of Happiness,,,,,"Ray Nkonyeni Local Municipality
",,Ugu,,Village of Happiness,,
Mbholompo,Village,2019-03-22 00:00:00,,Eastern Cape,,Mbolompo,,,,,"Mhlontlo Local Municipality
",,"O.R.Tambo
",,Mbolompo,,
Mbhongweni,Village,2019-03-22 00:00:00,,Eastern Cape,,Mbongweni,,,,,"Mbizana Local Municipality
",,"Alfred Nzo
",,Mbongweni,,
Molefi Tau,Township,2015-12-09 00:00:00,,Free State,,Section H,,,,,Mangaung,,Mangaung,,Change of Name,,
Mopeli River,River,2015-12-09 00:00:00,,Free State,,Moeri River,,,,,"Mantsopa Local Municipality
",,"Thabo Mofutsanyane
",,Correction of spelling,,
Mpheko,Forest,2019-03-22 00:00:00,,Eastern Cape,,Mpeko,,,,,"King Sabata Dalindyebo Local Municipality
",,"O.R.Tambo
",,Correction of name from Mpeko,,
Mqhekezweni,Village,2019-03-22 00:00:00,,Eastern Cape,,Mqekezweni,,,,,King Sabata Dalindyebo,,"O.R.Tambo 
",,Mqekezweni,,
Mthunjwa (E),Settlement,2016-02-09 00:00:00,,Mpumalanga,,Kwaggafontein,,,,,"Thembisile Local Municipality 
",,Nkangala,,Kwaggafontein,,
oDondolo,Village,2013-10-02 00:00:00,,KwaZulu-Natal,,Dondolo,,,,,"uMhlathuze Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
Papiki Moiloa,Township,2015-12-09 00:00:00,,Free State,,Section J,,,,,"Mangaung Metropolitan Municipality
",,Mangaung,,Change of Name,,
Qhankqu,Village,2020-03-23 00:00:00,,Eastern Cape,,Qanqu,,,,,"Mhlontlo Local Municipality
",,"O.R.Tambo
",,Qanqu,,
Qwanti,River,2016-02-09 00:00:00,,Eastern Cape,,Quanti,,,,,"Amahlathi Local Municipality
",,"Amathole
",,Quanti,,
Raymond Sekati,Township,2015-12-09 00:00:00,,Free State,,Section S,,,,,"Mangaung Metropolitan Municipality
",,Mangaung,,Change of Name,,
Sechaba Mahobe,Township,2015-12-09 00:00:00,,Free State,,E Section,,,,,"Mangaung Metropolitan Municipality
",,Mangaung,,Change of Name,,
Sihlitho,Village,2019-03-22 00:00:00,,Eastern Cape,,Sihlito,,,,,"Port St Johns Local Municipality
",,"O.R.Tambo
",,Sihlito,,
Sikhululiwe,Village,2011-10-07 00:00:00,,Mpumalanga,,Mafube Rural Village,,,,,"Steve Tshwete Local Municipality
",,Nkangala,,Change of name,,
Sithebe,Administrative Area,2019-03-22 00:00:00,,Eastern Cape,,Sitebe,,,,,"King Sabata Dalindyebo Local Municipality
",,"O.R.Tambo
",,Sitebe,,
Thokozani,Settlement,2016-02-09 00:00:00,,Mpumalanga,,Tweefontein M (Portion 170) 22 JR,,,,,"Govan Mbeki Local Municipality
",,"Gert Sibande
",,Tweefontein M (Portion 170) 22 JR,,
Thuli,Settlement,2016-02-09 00:00:00,,Mpumalanga,,Leandra,,,,,"Govan Mbeki Local Municipality
",,"Gert Sibande
",,Fakude change of name from Leandra,,
uMbhoyibhoyi,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Ku-Boboyi,,,,,"Ray Nkonyeni Local Municipality
",,Ugu,,Correction of spelling,,
uMuntongazi,River,2013-10-02 00:00:00,,KwaZulu-Natal,,Thongasi,,,,,"Ray Nkonyeni Local Municipality
",,Ugu,,Correction of spelling,,
Xhongorha,Village,2019-03-22 00:00:00,,Eastern Cape,,Xhongora,,,,,"King Sabata Dalindyebo Local Municipality
",,"O.R.Tambo
",,Xhongora,,
Zakes Maseko,Township,2015-12-09 00:00:00,,Free State,,Section D,,,,,Mangaung,,Mangaung,,Change of Name,,
Zonisele Xeza,Township,2015-12-09 00:00:00,,Free State,,Namibia Square,,,,,Mangaung,,Mangaung,,Change of Name,,
Modatzwi,River,2005-09-16 00:00:00,Between Jamela and Mohlabaneng Villages,Limpopo,,,,7.0,9.0,DC33,Greater Letaba,,Mopani District Municipality,NP332,Registration of a existing name,,
Mohlapetse,River,2006-06-30 00:00:00,,Limpopo,,Strydornloop,,7.0,4.0,DC35,Polokwane,,Capricorn District Municipality,NP354,Name Change,,
Mulaudzi,River,2005-09-16 00:00:00,15km N of Polokwane,Limpopo,,Blood River,,7.0,9.0,DC12,Polokwane,,Capricorn District Municipality,EC121,Name Change,,
Mahikeng ,Town,2010-01-29 00:00:00,,North West,,Mafikeng,,,,,Mafikeng,,Ngaka Modiri Molema District Municipality,,Name Change,,
KwaMaqoma,Town,2023-03-13 17:00:04,,Eastern Cape,,Fort Beaufort,,,,,,,,,,,
Ben Mbizweni,Village,2023-03-13 17:03:27,,Eastern Cape,,Brooksnek,,,,,,,,,,,
KwaNojoli,Town,2023-03-13 17:05:36,,Eastern Cape,,Somerset East,,,,,,,,,,,
KwaJozi,,2023-09-19 11:34:33,,KwaZulu- Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uSondaba,,2023-09-19 11:23:52,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uNcomi,,2023-09-19 11:21:00,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uMhlahlanja,,2023-09-19 11:23:01,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uVelumemeze,,2022-12-22 08:23:12,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uNomahlaya,,2022-12-12 10:56:11,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
iDikwe,,2022-12-12 10:57:12,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
eMasundwini,,2022-12-22 08:22:25,,KwaZulu-Natal,,,,,,,Umzumbe,,Ugu,,,,
iNgxangxazi,,2022-12-22 08:24:11,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uNobanda,,2022-12-12 10:55:49,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uMthavuna,,2022-12-12 10:56:34,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uNtabankulu,,2023-09-19 11:22:06,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
uNkohlo,,2023-09-19 11:19:09,,KwaZulu-Natal,,,,,,,Ray Nkonyeni,,Ugu,,,,
Xubeni,settlement,2024-02-16 10:00:00,,Gauteng,,Xubene,,,,,Ekurhuleni,,Ekurhuleni,,,,
Motheong,settlement,2024-02-16 10:00:00,,Gauteng,,Moteong,,,,,Ekurhuleni,,Ekurhuleni,,,,
Welumlambo,settlement,2024-02-16 10:00:00,,Gauteng,,Welomlambo,,,,,Ekurhuleni,,Ekurhuleni,,,,
Makhulong,settlement,2024-02-16 10:00:00,,Gauteng,,Makulong,,,,,Ekurhuleni,,Ekurhuleni,,,,
Tshenolong,settlement,2024-02-16 10:00:00,,Gauteng,,Tsenolong,,,,,Ekurhuleni,,Ekurhuleni,,,,
Nxiweni,settlement,2024-02-16 10:00:00,,Gauteng,,Inxiweni,,,,,Ekurhuleni,,Ekurhuleni,,,,
Isiziba,settlement,2024-02-16 10:00:00,,Gauteng,,Esiziba,,,,,Ekurhuleni,,Ekurhuleni,,,,
Lidinga,settlement,2024-02-16 10:00:00,,Gauteng,,Elindinga,,,,,Ekurhuleni,,Ekurhuleni,,,,
Ndlhazi,settlement,2024-02-16 10:00:00,,Gauteng,,,,,,,Ekurhuleni,,Ekurhuleni,,,,
Maŝemong,settlement,2024-02-16 10:00:00,,Gauteng,,Mashimong,,,,,Ekurhuleni,,Ekurhuleni,,,,
